@relation 'breast-cancer-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1,8-9,24,31-32,34-37,49_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A38-N200-T1.0E-4'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Class {no-recurrence-events,recurrence-events}

@data
-0.050857,-0.044526,0.090992,-0.049893,0.049336,0.035255,-0.069971,-0.052857,-0.005676,0.010879,0.013845,-0.044366,0.032296,0.005187,-0.000086,0.058784,-0.073146,0.135049,-0.039593,-0.014281,-0.09269,0.141017,-0.023859,-0.08791,-0.011131,0.042849,0.051306,0.030629,-0.108848,0.195486,0.006098,0.217122,0.037458,-0.044738,0.081004,-0.010575,-0.014655,-0.061674,no-recurrence-events
0.02031,0.082305,0.049488,0.047763,0.071308,-0.005852,0.116857,0.02832,-0.01593,0.036636,0.115285,-0.10003,0.065682,0.004196,0.075598,-0.045464,-0.027614,-0.032066,0.149738,0.103394,-0.112862,-0.011571,0.085516,-0.015522,-0.000205,-0.006711,-0.095301,0.003895,0.095742,-0.054514,0.035151,0.078572,0.07414,-0.075072,-0.007619,0.077316,0.11535,-0.051298,recurrence-events
-0.043859,-0.004473,0.011651,0.056206,0.111151,0.055071,-0.097219,-0.00871,-0.019774,0.000777,0.059286,-0.027776,0.086108,0.074051,0.018671,-0.017807,0.053089,-0.002175,-0.026,-0.089685,-0.094831,-0.04251,-0.00534,0.072403,0.028523,0.005776,0.007176,-0.108629,0.052738,-0.047576,-0.089352,-0.059401,-0.006136,-0.004298,0.061981,-0.131655,-0.142869,0.069177,recurrence-events
0.050074,-0.046038,0.102349,-0.051216,0.025214,0.03969,0.059763,0.003009,0.038575,0.004195,-0.006876,-0.101995,-0.083326,-0.010086,0.036737,0.066178,-0.033092,0.063255,0.029786,-0.02865,-0.025678,-0.005889,0.04593,0.001358,-0.048381,-0.085289,0.016942,-0.043199,-0.060787,0.009553,0.056155,0.005052,-0.002596,0.061864,-0.013214,-0.08771,0.070998,-0.072424,no-recurrence-events
-0.057144,0.05429,0.003467,-0.010831,0.019062,0.064308,-0.002344,-0.091431,-0.089416,-0.014023,-0.016673,0.032294,0.040841,-0.001435,-0.082605,0.071479,0.021093,-0.012901,0.091633,-0.003051,0.113304,-0.024022,-0.040949,0.01292,-0.039451,0.0553,0.042517,0.017445,-0.085166,-0.040354,-0.024175,0.066243,-0.003191,0.072694,0.020457,-0.076981,0.06054,-0.053862,no-recurrence-events
-0.031021,-0.139679,-0.001171,-0.075284,-0.061992,-0.156395,0.171484,-0.061646,-0.071838,-0.094101,0.108327,-0.036553,-0.004325,-0.02884,0.030676,-0.052544,-0.149073,-0.086631,0.074787,0.003785,-0.061257,0.110256,-0.108332,-0.026631,-0.111961,-0.116086,0.00736,-0.123668,-0.0754,-0.094065,-0.114019,-0.044597,-0.052996,-0.130431,-0.033254,0.043136,0.052728,0.083833,recurrence-events
0.004868,0.031829,0.050342,0.032138,0.00539,0.100441,0.046484,-0.078736,-0.058166,0.038711,-0.01472,-0.057549,0.009103,-0.017792,-0.123621,0.02851,-0.033595,-0.010947,0.031574,0.020387,0.053001,0.034572,0.009832,-0.003681,-0.040916,0.056277,0.053747,0.015492,-0.043174,-0.04426,-0.024175,0.072102,-0.030535,0.077089,-0.049856,-0.059403,0.036126,-0.063628,recurrence-events
0.023728,-0.001679,-0.006176,0.024326,0.02834,0.027351,-0.083338,-0.0625,-0.012024,0.015152,-0.18159,0.071845,0.079354,0.071578,0.032629,-0.064996,-0.072535,0.042153,0.021809,0.035035,-0.121651,0.080226,0.085516,-0.00185,-0.02462,0.001101,-0.016199,0.003895,0.043008,-0.031076,0.031245,0.053181,-0.004961,-0.055541,-0.050588,-0.078934,-0.007697,0.097139,no-recurrence-events
0.076889,0.050872,-0.01289,0.024326,-0.063945,-0.006737,0.047216,0.027222,0.100037,-0.025742,0.095632,-0.070245,-0.054862,0.00357,-0.018152,-0.036919,-0.012599,0.046182,0.011311,-0.003051,-0.01133,0.055568,-0.016535,0.01585,-0.000144,0.094851,-0.030481,-0.030407,0.035195,-0.082346,0.038325,0.049153,-0.029558,-0.036437,-0.026418,0.06755,0.021478,-0.019682,no-recurrence-events
-0.035416,-0.020539,0.009571,0.008701,-0.080547,0.013527,-0.000879,0.021362,0.049256,0.02504,-0.030345,0.045478,0.001779,0.016082,0.020911,-0.075982,-0.074855,-0.014365,-0.023113,-0.003051,0.039329,-0.099217,-0.010676,0.028057,-0.014305,0.005984,0.022497,0.035023,0.076943,0.034842,0.003168,0.021809,0.024641,-0.044493,0.03364,-0.030106,0.039056,0.070162,no-recurrence-events
-0.077652,0.008392,0.053272,0.051669,0.087422,-0.149559,-0.04629,0.038452,0.025818,0.177383,0.037038,0.001044,0.029122,0.107208,0.071692,0.085151,0.003514,0.018349,-0.175945,-0.001098,-0.0261,0.068752,-0.038996,-0.068135,0.044045,0.020144,0.111853,0.12975,-0.052939,0.078787,-0.100347,0.147297,-0.097918,-0.036193,0.026316,0.217941,0.010736,-0.020659,recurrence-events
0.061264,0.01181,0.005664,-0.049893,-0.097149,0.003029,0.02622,-0.043579,0.019959,-0.016953,0.089772,0.033271,0.019845,0.008453,-0.0328,-0.017388,0.028417,0.077432,-0.04533,-0.001098,-0.044533,0.001369,0.044012,0.062725,-0.033348,0.042605,-0.126673,-0.064098,-0.019492,-0.048166,0.039301,0.026692,0.045149,-0.083312,-0.013235,0.150558,-0.019538,0.007662,no-recurrence-events
0.004969,0.03459,-0.021797,0.013238,-0.021661,-0.097273,-0.110891,0.012775,0.034913,-0.165238,-0.005167,0.028864,0.041186,0.027176,0.128046,0.021256,0.099964,-0.056862,-0.015258,0.004065,-0.047956,-0.065948,-0.020965,-0.021347,0.016804,0.021401,0.032567,0.030043,-0.001949,-0.00363,0.01221,-0.078932,-0.011996,0.034765,-0.009308,-0.010561,-0.070604,0.01449,recurrence-events
-0.046056,-0.100542,-0.024726,-0.051216,-0.108575,0.044329,-0.086477,0.060138,-0.000243,-0.032426,-0.026652,0.019587,0.02141,0.021622,-0.018438,-0.106674,0.076771,-0.065163,0.044313,0.115393,-0.090925,0.061494,0.02884,0.036759,0.060506,0.026772,0.043309,0.011,-0.018551,0.054963,0.002445,-0.013991,0.047086,0.043066,-0.08255,-0.062319,-0.023729,-0.05094,no-recurrence-events
0.028061,-0.003815,0.040821,-0.065518,-0.089336,-0.004784,-0.024561,-0.026001,0.016052,0.05336,0.02239,0.050849,0.008126,0.00064,-0.048425,-0.075982,0.004979,-0.0046,-0.105877,0.063355,-0.032814,-0.01035,0.012762,0.054912,-0.033348,0.028933,-0.097376,-0.036754,0.011758,0.04949,-0.038824,-0.067058,0.107649,-0.083312,0.004344,0.080246,-0.017585,0.027193,no-recurrence-events
0.024643,0.047424,-0.121533,0.032138,0.023457,0.028725,0.007605,0.079712,-0.059143,0.097549,0.008351,0.006293,0.108895,0.025558,0.031409,0.022651,0.047277,-0.023643,-0.025066,-0.092162,-0.034737,0.024928,-0.047053,-0.044697,-0.071922,0.004031,-0.035608,-0.014904,-0.052573,0.058523,-0.053228,-0.049358,0.022016,0.007692,0.016306,-0.109207,-0.131354,0.141451,recurrence-events
-0.007726,0.084974,-0.06916,-0.047309,-0.063165,0.068316,-0.03063,0.10921,-0.034423,-0.000932,0.101888,-0.01618,0.046984,0.05423,0.089716,0.026139,0.140064,-0.036843,0.080445,-0.141687,-0.037061,0.040131,-0.055389,0.08168,-0.017375,0.039955,-0.020168,-0.057481,-0.049435,-0.037566,0.049564,0.025682,0.02786,-0.053675,-0.048615,-0.05353,-0.08867,0.087732,recurrence-events
0.043198,-0.059601,0.027149,0.028232,-0.02,0.00962,-0.070215,-0.026978,-0.015198,-0.057968,-0.035228,0.055244,0.064279,0.009246,-0.050379,0.017768,0.028661,0.00126,-0.074871,0.006715,-0.034889,-0.006932,0.03034,0.012432,-0.040672,0.035769,-0.11764,-0.034801,0.006631,0.016287,-0.04566,0.009114,0.072004,0.0141,0.033152,0.048996,-0.053718,0.066255,no-recurrence-events
-0.000748,-0.063508,-0.035351,-0.026456,-0.012188,-0.041161,-0.066309,0.019897,0.00824,-0.057968,-0.075267,0.05915,0.102853,0.038543,0.039465,-0.048638,-0.018214,0.067666,-0.048504,-0.04016,-0.011452,-0.081151,-0.00677,-0.022724,0.023781,-0.047239,0.040563,0.020863,0.096475,0.002615,0.063715,-0.008464,0.017317,-0.0484,0.021433,0.056808,-0.006843,0.105318,no-recurrence-events
0.008103,0.092071,0.053394,-0.045987,0.083027,-0.060539,-0.011072,-0.019531,0.058289,0.052261,-0.074168,-0.025811,-0.053458,-0.017289,0.036536,-0.033746,-0.078395,-0.032066,0.048176,-0.002074,-0.029854,0.140773,0.015203,0.002056,0.01249,0.04407,-0.076746,0.009755,0.013711,-0.08967,0.013666,0.03365,-0.064531,0.006959,-0.101369,-0.055496,0.064569,-0.043486,no-recurrence-events
-0.012283,0.061676,0.048999,-0.190518,0.031758,-0.049706,-0.008448,0.01062,0.007996,-0.030136,-0.019358,-0.015069,-0.049247,-0.0047,0.060461,0.070502,0.030858,0.037392,0.074177,-0.006469,0.12899,-0.024998,-0.074641,0.006817,0.029885,0.056521,-0.016077,-0.002574,-0.052207,0.023611,0.031489,0.076497,-0.013323,0.056337,0.089793,-0.053543,0.081048,-0.030424,recurrence-events
-0.008865,0.006256,-0.010571,-0.143643,-0.020977,0.031349,0.090185,0.089722,0.00409,0.188614,0.004079,-0.112725,-0.070731,0.008117,-0.009851,-0.011529,-0.084864,0.025674,-0.044475,0.015016,-0.112221,-0.056248,-0.031672,0.013653,-0.010154,0.06238,0.01322,-0.039684,0.002481,0.115408,-0.087652,-0.030925,0.070661,0.006044,0.012644,-0.075028,-0.060554,0.075044,no-recurrence-events
-0.070572,-0.047883,0.101368,0.102451,0.001484,0.076027,0.0333,0.027222,0.006287,0.030899,-0.024485,0.041572,-0.006034,-0.136262,0.118567,0.072456,-0.012355,0.055947,-0.062176,0.073121,0.000267,-0.032811,-0.123957,-0.100849,0.046242,0.025515,-0.079065,0.023304,0.102334,-0.07258,0.128168,-0.005535,-0.184343,-0.075743,0.018992,-0.014481,0.006829,0.066255,no-recurrence-events
0.056381,0.039154,0.057422,-0.030362,0.002461,-0.030174,0.025732,-0.005982,0.078552,0.017227,0.046804,-0.076104,-0.023612,-0.025727,0.007239,-0.050591,-0.051661,0.011025,-0.035564,-0.003051,0.047264,0.065334,-0.055598,-0.034931,0.025246,0.055789,-0.030481,0.002797,0.029336,-0.074533,0.007075,0.002278,-0.035418,0.026063,-0.04009,0.007004,0.046868,-0.04312,no-recurrence-events
0.021469,-0.032624,-0.016064,-0.073331,0.038594,0.020363,0.090429,-0.021118,-0.005432,0.038711,-0.006907,0.034247,0.01545,0.008575,-0.041589,-0.047662,-0.031642,0.053506,0.002278,-0.00891,-0.022194,0.032619,-0.02923,-0.062275,0.005959,-0.044309,0.018103,-0.011852,-0.045127,-0.022775,0.01684,-0.012859,0.006086,0.049745,-0.054738,0.038254,0.041009,-0.059721,no-recurrence-events
-0.058752,-0.074175,0.048028,0.026909,-0.081232,0.090227,-0.031301,0.068927,-0.002196,-0.02266,-0.082316,0.087946,-0.010328,0.048722,0.02453,-0.026596,0.000599,-0.067116,0.049684,-0.027185,-0.003278,-0.106475,0.048371,0.05336,-0.022014,-0.047447,0.104344,0.010024,0.046879,0.006135,0.023929,0.03972,0.048063,-0.01211,-0.002472,-0.08185,0.023146,0.003747,no-recurrence-events
0.02031,0.082305,0.049488,0.047763,0.071308,-0.005852,0.116857,0.02832,-0.01593,0.036636,0.115285,-0.10003,0.065682,0.004196,0.075598,-0.045464,-0.027614,-0.032066,0.149738,0.103394,-0.112862,-0.011571,0.085516,-0.015522,-0.000205,-0.006711,-0.095301,0.003895,0.095742,-0.054514,0.035151,0.078572,0.07414,-0.075072,-0.007619,0.077316,0.11535,-0.051298,no-recurrence-events
0.046372,-0.03946,-0.11372,0.020419,-0.006328,0.076027,-0.066797,-0.059204,-0.019104,0.038711,-0.073314,0.044013,-0.011893,-0.054169,0.02677,0.036323,-0.021876,-0.051963,0.090656,-0.006957,0.070335,-0.006444,0.005926,-0.092549,0.071877,0.004519,-0.014124,-0.009899,0.008584,0.033865,-0.047613,-0.00407,0.039778,-0.036681,0.061473,0.020675,-0.056647,-0.069487,no-recurrence-events
-0.025406,0.018157,0.044483,-0.077237,0.13625,0.028175,0.04746,-0.064087,-0.021057,0.028946,0.01946,0.040107,0.027657,0.032012,-0.06698,-0.110162,0.023046,0.033974,-0.009441,-0.026488,0.0364,0.030666,0.003973,0.027569,0.080178,-0.057981,0.027868,-0.045055,0.025186,-0.003244,0.012934,0.02425,-0.095476,0.03412,0.009715,0.026535,-0.005866,-0.07144,no-recurrence-events
0.008143,0.004927,-0.004218,-0.043403,-0.065607,0.099016,0.025339,0.114826,-0.004149,0.028121,0.074911,-0.076116,-0.017164,0.053849,0.004999,0.004654,0.033802,-0.016335,0.049195,-0.072107,-0.146589,0.021455,-0.00827,0.046524,0.038045,0.110756,0.047703,-0.077867,0.022465,-0.126677,-0.01318,0.051439,0.032438,0.004003,-0.105011,-0.009585,-0.098924,-0.002112,no-recurrence-events
0.049545,-0.007721,-0.021679,0.067294,0.004414,0.038185,-0.065577,-0.072876,-0.026916,-0.024765,-0.026439,-0.076104,0.071603,0.014312,-0.120691,-0.013482,0.001073,0.0579,-0.053142,0.046754,-0.056252,0.040431,-0.00384,0.004131,-0.043113,0.027957,0.049108,-0.011364,0.027383,0.008475,-0.007574,-0.04948,0.041243,-0.036437,-0.02886,0.021652,-0.015632,0.058443,no-recurrence-events
0.023911,-0.092194,-0.064892,0.063388,0.050312,0.054542,0.017675,0.026733,-0.017151,-0.045273,-0.083079,0.061591,0.028146,0.036651,-0.084558,-0.00274,0.007421,0.01249,0.019367,-0.001098,-0.071266,0.015041,-0.005793,-0.061299,-0.026756,-0.012082,0.026892,-0.015758,-0.014853,0.031912,-0.037847,0.016438,0.038801,0.068788,0.004832,-0.004715,-0.018561,0.02231,no-recurrence-events
-0.041031,0.018157,-0.029736,-0.057706,-0.031719,0.0438,-0.013086,-0.010376,-0.060119,0.05043,-0.04011,0.008857,0.004708,0.016387,-0.143152,-0.047662,0.026952,-0.012901,-0.001629,0.065308,-0.022194,-0.01035,-0.017512,0.051006,-0.015525,0.016238,0.109899,0.006703,0.013467,0.069021,-0.010503,-0.048015,0.072493,-0.044005,-0.041067,0.046066,0.017571,-0.001128,recurrence-events
-0.014806,-0.05562,-0.108711,0.026909,-0.110529,-0.008405,0.02241,0.026935,0.017335,-0.048051,0.082723,0.043024,0.036547,0.005021,0.038202,0.01442,0.078724,0.053977,0.110719,0.029456,-0.066511,-0.012725,0.103059,0.009415,-0.026409,-0.033775,0.004246,-0.019273,-0.112301,-0.062224,0.070804,0.004564,-0.033968,0.023534,-0.031769,-0.044741,-0.011033,-0.123206,recurrence-events
-0.127457,-0.0336,0.048389,0.039951,0.07375,0.105324,0.00791,0.012085,-0.114807,0.011368,-0.053782,0.036201,-0.00994,-0.141083,-0.045496,0.126167,0.101171,0.028115,-0.00407,0.102418,-0.040016,0.013088,-0.15423,-0.061299,0.053322,0.030886,-0.004358,0.006703,0.035928,-0.01301,0.106684,-0.042156,-0.131121,-0.040587,-0.036184,0.053879,0.00097,0.018404,recurrence-events
0.059067,0.000579,0.038623,-0.018643,-0.021953,-0.087059,-0.021875,0.085327,-0.011291,0.028946,-0.048899,0.051826,0.027657,-0.027558,-0.029871,0.051948,0.048436,-0.028526,-0.093426,-0.005004,0.003197,-0.047459,0.111395,-0.025166,-0.036033,-0.003293,-0.031214,-0.010875,0.048623,-0.024729,-0.00855,-0.031414,-0.000261,-0.020568,0.018504,0.081222,-0.091804,-0.051909,no-recurrence-events
0.036118,0.012298,-0.004345,0.090732,0.009297,0.037941,-0.022852,0.005249,-0.048401,0.007461,-0.065501,-0.053643,0.028634,-0.006074,-0.133386,0.049995,0.01328,-0.010947,-0.011394,0.032105,-0.009499,0.007228,0.056707,-0.019306,-0.056541,0.038699,0.098669,0.011586,0.029092,-0.011057,-0.024175,0.005696,-0.01491,0.018495,-0.016652,-0.024246,-0.038093,-0.020659,no-recurrence-events
0.10702,-0.219317,0.052178,0.214409,0.194159,-0.105085,0.146433,-0.069256,-0.052978,-0.129106,0.064169,-0.074651,-0.08357,-0.175949,0.122187,-0.099838,0.111683,0.120872,-0.032836,-0.080896,0.155169,-0.014678,0.027863,0.037247,0.016804,0.010659,0.015965,0.118422,-0.060543,-0.198943,-0.009274,0.112474,0.100797,-0.10586,-0.182648,-0.075991,-0.0374,-0.05387,no-recurrence-events
-0.056167,0.005462,-0.039502,-0.018643,0.093281,0.050636,0.056738,-0.014282,-0.009338,-0.058945,0.048757,0.079169,-0.010428,0.060089,-0.088464,-0.06524,0.073827,0.039834,0.074055,-0.065551,-0.000954,-0.020115,0.021551,0.094951,0.063088,-0.023801,0.015173,-0.066539,0.028115,0.010428,0.036372,0.104329,-0.084246,0.006288,0.041941,0.081222,-0.014655,-0.024565,recurrence-events
0.021713,-0.043976,0.007618,-0.042081,-0.004375,-0.088036,-0.078028,0.023804,-0.003479,-0.050156,-0.029368,0.061103,0.064279,-0.010285,-0.015222,0.021674,0.048192,0.012978,-0.098308,-0.028442,-0.023171,-0.053807,0.03034,0.012432,-0.013328,-0.018918,-0.094202,-0.023082,0.045693,0.016287,0.001215,-0.053386,0.060285,-0.032775,0.02534,0.123214,-0.051764,0.05063,no-recurrence-events
0.008631,-0.012652,-0.012519,0.026909,-0.046075,0.026751,0.000925,0.036701,0.025147,0.028121,0.004598,0.066462,-0.03523,0.038224,-0.008673,-0.01683,0.039662,-0.016335,0.035524,0.033362,-0.046979,-0.024444,0.021027,0.009415,-0.073284,-0.058189,0.074559,-0.045641,-0.049801,-0.00949,-0.011227,-0.114577,0.085172,-0.046778,0.009247,-0.068179,0.024123,-0.084143,recurrence-events
0.04393,-0.048249,-0.05708,-0.124112,-0.002422,0.1063,0.018164,-0.111939,-0.021057,0.105118,-0.027415,-0.006768,-0.024589,-0.06955,0.017004,-0.05938,-0.078517,-0.005088,0.054035,-0.016723,0.044212,0.054103,-0.025324,-0.081806,0.138772,-0.042356,-0.022913,-0.010875,0.001748,0.022146,0.012934,-0.005046,0.031477,-0.02838,-0.064504,0.116379,-0.000007,-0.106596,recurrence-events
-0.067297,0.018965,0.046563,0.019097,-0.008966,0.014055,-0.01177,-0.104901,-0.027587,-0.105668,0.028036,-0.063909,0.020434,-0.023605,0.032343,0.046647,0.012074,-0.058816,0.004274,-0.036951,-0.026471,-0.086944,-0.000457,0.0392,-0.016399,-0.019615,0.042332,0.061781,-0.044918,0.007112,0.025882,-0.01155,-0.048128,0.105077,-0.107941,-0.024233,0.007521,-0.010901,recurrence-events
0.009506,-0.036164,-0.009961,0.032138,-0.018047,-0.066551,-0.041895,0.054565,0.041443,-0.033554,-0.062571,0.023994,0.064279,0.006317,0.052161,-0.011529,-0.043605,0.03251,-0.05241,-0.055785,0.027611,-0.103123,0.028387,-0.030537,-0.002586,-0.036985,0.038122,0.036976,0.114053,-0.021799,0.050043,0.002278,-0.028093,-0.036681,0.035594,0.016769,-0.010749,0.070162,recurrence-events
0.098374,0.009857,-0.050976,0.104404,0.002461,-0.034081,-0.001612,-0.028443,0.060974,0.009415,0.018483,-0.003839,0.039132,0.015289,-0.010339,-0.005669,-0.020411,0.071572,-0.043377,0.037965,-0.027931,0.024806,0.000066,-0.073994,-0.081199,0.007449,-0.015345,-0.030895,-0.019492,-0.037424,-0.032964,-0.089519,0.020735,-0.032531,0.055125,-0.046707,-0.012702,-0.002104,no-recurrence-events
-0.081558,0.019134,-0.018017,0.000888,-0.014141,0.017433,-0.001856,0.040405,-0.040588,0.028946,-0.046946,0.004951,-0.040702,-0.019013,-0.127527,0.018745,0.01328,-0.075401,0.031086,0.010621,0.035179,-0.070897,-0.005793,0.055889,-0.032615,0.022097,0.093786,0.03307,0.030068,0.067068,-0.031988,-0.00407,0.031477,-0.001525,-0.006887,0.001144,0.030267,-0.012846,no-recurrence-events
-0.032974,0.057189,-0.02583,-0.053799,0.035176,0.034584,-0.005579,-0.038452,-0.092346,-0.000107,-0.013133,-0.013238,0.073251,-0.024247,-0.054529,0.007026,0.072667,-0.017783,0.019856,-0.086303,0.097099,0.048366,-0.047053,0.045147,-0.037742,-0.081907,0.011267,0.04369,-0.052573,0.08782,0.08935,0.011189,-0.022905,0.003785,-0.067678,0.019699,0.045404,0.055513,no-recurrence-events
-0.078466,0.016828,-0.01435,0.062066,0.023749,-0.008253,-0.000478,-0.031048,0.041993,-0.026689,-0.099772,0.059138,-0.085584,0.020051,0.075312,-0.022445,-0.041759,-0.133156,0.06482,0.020667,-0.195264,-0.008086,0.073273,0.053238,-0.059917,-0.041099,-0.035915,0.037489,-0.05151,0.079866,-0.033932,-0.037795,-0.004977,0.050573,-0.121368,-0.1131,0.001784,0.019983,recurrence-events
-0.113195,-0.082598,-0.024482,0.060113,-0.093927,0.002337,-0.100149,0.005451,0.00171,-0.040238,0.014364,-0.072698,0.017992,-0.049972,-0.048712,-0.006088,0.027699,-0.066628,0.027711,0.046057,-0.03819,-0.054717,0.05716,0.095841,-0.019328,-0.021568,0.02866,0.047621,0.001957,0.073518,0.001468,-0.050612,0.017301,0.023046,-0.057648,-0.08478,0.01924,-0.008948,recurrence-events
0.030686,-0.002778,0.027515,-0.081143,0.043476,-0.079003,-0.042627,0.123901,0.03534,-0.053574,-0.087718,-0.07171,-0.067802,-0.014466,0.011633,0.078315,0.026952,0.008096,0.007771,-0.010375,0.03231,-0.031834,-0.000422,-0.008808,0.022072,0.035037,0.02738,0.004261,0.061074,0.074392,0.025629,0.0472,-0.021135,0.040712,0.071238,-0.008621,-0.000007,0.020357,recurrence-events
0.092697,-0.060151,-0.004712,-0.022549,0.029805,0.046974,0.023779,-0.004028,0.006043,-0.004746,-0.075999,-0.056085,-0.017997,0.032531,-0.046961,0.019721,-0.018458,0.103799,-0.013225,0.057984,-0.080971,0.033595,0.023016,-0.041035,-0.044334,-0.005979,0.012243,-0.041637,-0.034629,0.101736,-0.001714,0.017903,0.037458,0.033387,0.047801,-0.041825,-0.004889,0.039888,no-recurrence-events
-0.022232,0.08258,-0.000439,0.008701,0.029316,0.009193,0.018835,-0.003296,-0.059143,0.023331,-0.000438,-0.048394,0.034676,-0.056473,-0.04281,0.042182,0.047277,-0.050986,0.015949,-0.101928,0.133232,0.025905,-0.00799,0.033428,-0.064109,-0.072141,0.007849,0.059315,-0.034995,0.06243,0.075678,0.020955,-0.068804,0.01941,-0.054006,-0.019364,0.042474,0.020357,no-recurrence-events
-0.01857,-0.028718,-0.010205,-0.077237,-0.086406,0.067238,0.006445,0.014038,-0.024963,0.054336,-0.075267,0.106513,0.042306,0.063262,-0.018152,-0.12188,-0.023829,0.014443,-0.010418,0.051637,-0.010475,-0.049412,0.000066,0.008037,0.015725,0.000613,0.090368,0.015492,0.040811,0.041678,0.020747,0.022297,0.054914,-0.05963,-0.002004,0.007004,0.007806,0.037935,no-recurrence-events
-0.007238,-0.076738,0.015069,0.099175,-0.026544,0.037493,0.00532,0.039142,0.085694,-0.017777,0.019247,-0.017034,-0.075269,0.003739,-0.018438,-0.021713,-0.028942,-0.039284,0.003297,-0.023279,-0.073346,-0.033233,0.001496,0.035294,-0.069133,-0.067466,0.008641,-0.030992,0.011722,0.025667,-0.02197,-0.086745,0.07736,-0.01211,-0.021515,-0.054507,0.05342,-0.005042,no-recurrence-events
0.000961,-0.017975,-0.074658,0.043857,-0.010235,0.019386,0.124609,0.062866,0.035584,-0.023789,0.035085,0.037177,-0.06121,0.002471,-0.051355,0.030463,-0.006251,0.020303,0.081867,-0.063598,-0.021462,-0.037694,0.021551,-0.004658,-0.036521,0.000613,0.002966,-0.017711,-0.022666,-0.032541,0.028559,0.077961,-0.028093,0.041444,-0.007863,0.055832,0.028314,-0.046049,no-recurrence-events
-0.043188,0.006697,-0.002143,-0.059028,-0.007989,-0.009138,-0.026174,-0.031171,0.017091,-0.062211,0.097616,-0.035589,-0.004713,0.023118,0.056269,0.003678,0.119251,0.096458,0.103029,0.029944,0.003619,-0.037139,0.143586,0.132218,0.034627,-0.046226,-0.013332,-0.066637,-0.06274,0.046663,0.093265,0.075364,-0.134432,0.014989,0.096161,-0.099429,-0.027635,-0.091956,no-recurrence-events
-0.219925,0.11795,0.039722,-0.092862,-0.024395,0.014656,-0.044764,0.027344,0.027039,-0.002426,-0.048777,0.036689,-0.148185,0.060714,-0.006433,-0.111871,-0.009547,0.110513,0.116535,0.042848,-0.014229,0.080226,0.101141,-0.121968,0.054482,-0.102414,-0.108973,0.169911,0.033242,-0.054514,-0.214849,-0.112835,0.064375,-0.098998,-0.017385,0.07341,-0.036994,0.151827,no-recurrence-events
-0.047378,-0.0336,0.019092,-0.092862,-0.055156,0.019386,-0.017481,0.034546,-0.048401,0.017227,-0.048899,0.139716,-0.003104,0.009307,-0.070886,-0.022271,0.054296,-0.069541,-0.023601,0.024293,-0.000954,-0.061131,0.015691,0.059795,-0.013084,0.02405,-0.057093,-0.016735,-0.007041,0.076834,-0.049566,0.010579,0.103254,-0.009337,0.020457,0.069504,-0.020514,0.006685,no-recurrence-events
-0.024429,0.047454,-0.054638,-0.143643,0.024922,-0.01284,0.087988,0.025757,-0.042541,0.157852,0.054616,0.008857,0.06379,0.013458,0.030676,-0.008599,-0.041407,0.039834,-0.013347,-0.051879,-0.036843,-0.03574,-0.074152,-0.066181,0.020607,0.041629,0.012243,-0.030407,-0.052939,-0.083322,-0.059332,-0.056804,0.021711,0.030214,-0.027395,-0.037918,-0.059577,-0.022612,recurrence-events
-0.047378,-0.0336,0.019092,-0.092862,-0.055156,0.019386,-0.017481,0.034546,-0.048401,0.017227,-0.048899,0.139716,-0.003104,0.009307,-0.070886,-0.022271,0.054296,-0.069541,-0.023601,0.024293,-0.000954,-0.061131,0.015691,0.059795,-0.013084,0.02405,-0.057093,-0.016735,-0.007041,0.076834,-0.049566,0.010579,0.103254,-0.009337,0.020457,0.069504,-0.020514,0.006685,no-recurrence-events
0.057459,-0.05562,0.017754,0.011284,0.012518,0.061907,-0.006399,-0.08244,0.011476,0.203902,-0.021769,-0.068304,-0.087476,0.069474,0.126093,0.039811,0.006459,-0.090554,-0.027465,0.025549,0.05556,0.009736,-0.000457,0.011368,0.137654,-0.063072,0.016942,0.028578,-0.016598,-0.03488,-0.083493,-0.004225,-0.053011,0.019628,-0.08548,0.179868,0.05635,-0.031409,no-recurrence-events
